imo,Title,Type,Country,State,Paid,Registration required,Governmental,Website,Description
397,Gaceta Oficial de Cuba,gazette,CU,,FALSE,FALSE,TRUE,https://www.gacetaoficial.gob.cu/,The official Cuban Gazette outlines committee decisions on laws pertaining to business and all other non-trade ministries with some figures on crop yields.
32,National Press of Cabo Verde,gazette,CV,,FALSE,FALSE,TRUE,https://kiosk.incv.cv/,"A searchable database of all the national gazettes, which includes company registration notices. These notices will tell you management and ownership as well as the company's sector and total capital."
802,Curaçao Chamber of Commerce and Industry,business,CW,,FALSE,FALSE,TRUE,http://www.curacao-chamber.cw/services/registry/search-company,"You can search the chamber of commerce by company name or number. Search results include basic company information such as address, date of establishment, nominal capital and directors. Contact the chamber of commerce via email to receive a quote to purchase a copy of a company's complete registration documents."
,European Commision E-Justice,business,CY,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?CYPRUS&member=1,"This is the European Commission's overview of the Cyprus business registry, including links to the registry, description of how to search and what can be found as well as legislation behind it."
729,Department of Registrar of Companies and Official Receiver,business,CY,,TRUE,TRUE,TRUE,https://efiling.drcor.mcit.gov.cy/DrcorPublic/SearchForm.aspx?sc=0&lang=EN&cultureInfo=en-AU,"Cyprus' company registry is fully accessible once you make a free account. Once you do, you can purchase a company profile for 10 euros, which will give you access to all of the company's filings and detailed information including historical management and ownership. Even when you do not buy a profile, you can still see basic information of the company but not the ownership or original documents."
,Cyprus Bar Association,legal documents,CY,,FALSE,FALSE,FALSE,http://cylaw.org/,"This is a database of legal documents uploaded by lawyers. It can be useful to find out who is the beneficial owner of a company. When using the search engine, select the last option in the second drop down menu, which will search all documents."
105,Biz Biz,business,CZ,,FALSE,FALSE,FALSE,http://www.bizbiz.cz/,"The Biz Biz database offers a full overview of all the people in a company and their current positions. A click on the name of the person gives an overview of all the other companies in Czech Republic where their name appears. All the information is only current, no historic data is available. Information derives from the official company registry."
,European Commision E-Justice,business,CZ,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?CZECH_REPUBLIC&member=1,"The European Commission's overview of the Czech business registry, which including links to the registry, a description of how to search it and what can be found, as well as the legislation behind it."
109,Czech Official Land Registry,land,CZ,,TRUE,TRUE,TRUE,http://nahlizenidokn.cuzk.cz/,"The Czech Official Land Registry is a paid database and requires an account. It provides details of land and building owners, including any registered legal issues as well as lists of other properties owned by the same owner."
110,Regiony Kurzy.cz,business,CZ,,FALSE,FALSE,FALSE,http://regiony.kurzy.cz/,The CZ Commercial Register provides a dataset of company information which can be searched by address to find all companies registered at the same location. There is an additional list of the regions of the state of the Czech Republic in which the headquarters of most companies are located.
111,Ministry of Finance Business Registry - ARES (Access to Registers of Economic Subjects),business,CZ,,FALSE,FALSE,TRUE,http://wwwinfo.mfcr.cz/ares/ares_es.html.en,ARES is a database administered by the Czech Ministry of Finances and it is an information system which allows retrieval of information on economic entities registered in the Czech Republic. This database offers you a search by company or person name in order to identify information registered with administrative institutions in the country.
166,Industrial Property Office,ip,CZ,,FALSE,FALSE,TRUE,http://www.upv.cz/cs.html,"The official website of Industrial Property Office in Prague covers the data from the period of 1919 till 2019. There is a free online database where you can search the list of registered items, administrative and judicial decisions, industrial designs and trademark databases. Depending on what you are looking for, you can search by document/ registration number, title of the document, application number, IPC, Inventor name, etc."
535,Kurzy.cz,business,CZ,,FALSE,FALSE,FALSE,http://rejstrik-firem.kurzy.cz/,"This website offers a search in the Commercial and Business register. The CR allows you to find any company, person or other entity from the public registers. The company register can be searched by company ID, name, persons involved and also by registered addresses. The BR gives you basic information about the company - registered office, statutory persons, etc. Additionally, the BR is gives access to overview of the relationships between companies and people with a time analysis of the relationships of companies and people in the business register."
665,Firmy.cz,business,CZ,,FALSE,FALSE,FALSE,http://www.firmy.cz/,"This website is a catalog of verified companies in the Czech Republic. The company list is regularly updated. Next to companies you can find institutions, current contacts and user reviews of companies. This website offers a basic search of company information and the links to the company's websites."
698,Czech National Bank,business,CZ,,FALSE,FALSE,TRUE,https://oam.cnb.cz/sipresextdad/SIPRESWEB.WEB21.START_INPUT_OAM?p_lang=en,"The Central Storage of Regulated Information had information about all issuers with historical information available. You can get annual/semi-annual reports, comprehensive documents about the data, information about the total number of capital and many more. In order to get the information, you have to search by Issuer ID or legal entity identifier."
805,Ministry of Justice Official Registry,business,CZ,,FALSE,FALSE,TRUE,http://portal.justice.cz/Justice2/uvod/uvod.aspx,The official website of the Department of Justice has the option to search for a company in the public register based on a company name or a person's name. The documents offer detailed historical company information and original documents.
826,Prague Stock Exchange,business,CZ,,FALSE,FALSE,TRUE,http://www.pse.cz/Members.aspx,"The Prague Stock Exchange website includes information about trading data (shares, debt, securities, investment funds etc.) and trading information about exchange members list."
,European Commision E-Justice,business,DE,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?GERMANY&member=1,"The European Commission's overview of the German business registry includes links to the registry, a description of how to search and what can be found as well as the legislation behind it."
195,German Patent and Trade Mark Office (DPMA),ip,DE,,FALSE,FALSE,TRUE,https://register.dpma.de/DPMAregister/Uebersicht,"The official publications and register database of Germany has search engines for for patents, utility models, trademarks and designs. These can be searched by title/ key word, company, date of publication and classification number. The original documents can be used to find out contact addresses for companies."
,Frankfurt Stock Exchange,business,DE,,FALSE,FALSE,FALSE,https://www.deutsche-boerse-cash-market.com/dbcm-de/instrumente-statistiken/statistiken/gelistete-unternehmen,"The Frankfurt Stock Exchange has available for download a spreadsheet with all the listed companies but this only tells you their trading symbol, sector and exchange instrument."
554,IHK-FINDER,business,DE,,FALSE,FALSE,FALSE,http://www.dihk.de/ihk-finder,Search by location or zip code to find the closest German Chamber of Commerce and general contact information.
563,Federal Financial Supervisory Authority,regulatory,DE,,FALSE,FALSE,TRUE,https://portal.mvp.bafin.de/database/InstInfo/,"Banks, financial service providers, investment companies, insurers or pension funds require written permission from BaFin to start their business operations in Germany. Search the company database for companies that have a license, are notified or maintain a representative office in Germany. If you leave the search box ""Company"" blank, you will get a complete list of all companies listed in the database."
,Companies in Berlin,business,DE,,FALSE,FALSE,FALSE,https://www.firmen-in-berlin.com/sites/fitber/welcome.aspx,"The Business Database of the Chamber of Commerce and Industry (CCI) Berlin publishes information on more than 96,000 member companies in Berlin. You can search by company name as well as type or sector. The search results will tell you the company address, phone number and type. "
728,The German Company Registry (Unternehmensregister),business,DE,,TRUE,TRUE,TRUE,https://www.unternehmensregister.de/ureg/?submitaction=language&language=en,"The Unternehmensregister is a more convenient business registry for non-German citizens to use. A search by company name returns register information, balance sheets, federal gazette entries and annual financial statements. Official documents filed with the registry are available for purchase."
,Insider trading of publicly listed companies,business,DE,,FALSE,FALSE,TRUE,https://portal.mvp.bafin.de/database/DealingsInfo/,"BaFin has a database of notifications of managers’ transactions in publicly traded companies in Germany. The database includes securities transactions that were published no more than a year ago, and lists the names of the notifying persons and the publishing companies, as well as information about the transactions and their publication."
,Major voting rights in publicly listed companies,business,DE,,FALSE,FALSE,TRUE,https://portal.mvp.bafin.de/database/AnteileInfo/,This is BaFin's consolidated database of the holdings of voting rights in publicly traded companies in Germany. The data is updated based on the notifications of major shareholdings and the records of publication submitted by the listed companies.
,Media Database,business,DE,,FALSE,FALSE,TRUE,http://www.kek-online.de/no_cache/information/mediendatenbank.html?&c=269&,"This database maintained by the Commission on Concentration in Media (Kommission zur Ermittlung der Konzentration im Medienbereich, KEK) publishes the share structure of all broadcast and print media in Germany."
,Thru.de,environment,DE,,FALSE,FALSE,TRUE,https://www.thru.de/thrude/,"Thru.de maintains a location-based database of companies, their emission of pollutants and disposal of waste."
,Common Register Portal of the German Federal States,business,DE,,TRUE,TRUE,TRUE,https://www.handelsregister.de/rp_web/mask.do?Typ=e,"The German company register allows you to search by company name, keyword, registration number and address of a company's main office. There is also the option to include deregistered companies in the search. Results include company name, number, registered office location and company status. Registered documents that have been filed with the registry court since 1st of January 2007 are available for purchase for those who have an account approved by the register portal service point in Germany."
,Deutscher Bundestag,PEP,DE,,FALSE,FALSE,TRUE,https://www.bundestag.de,"The German Parliament (Deutscher Bundestag) website has a full list of German MPs. Each MP has a personal page, which includes their biography, memberships of parliamentary committees, and past positions they have held."
,German Financial Sanctions,sanctions,DE,,FALSE,FALSE,TRUE,https://www.finanz-sanktionsliste.de/fisalis/,"A search on this website returns individuals, entities and organizations that are subject to financial sanctions in Germany."
,Bundesanzeiger,gazette,DE,,FALSE,FALSE,TRUE,https://www.bundesanzeiger.de/ebanzwww/wexsservlet,"Search for publications, announcements and legally relevant company news across all sections of the German Federal Gazette."
45,Chamber of Commerce of Djibouti,business,DJ,,FALSE,FALSE,TRUE,http://www.ccd.dj/en/,"The official website for the Chamber of Commerce of Djibouti includes a directory of companies organized by category, with company address, contact information and website."
,Port of Djibouti,shipping,DJ,,FALSE,FALSE,FALSE,https://www.portdedjibouti.com/category/vessel-schedule/,The official website for the Port of Djibouti has downloadable schedules of ships at the port organized by date.
62,Journal Officiel de Djibouti,gazette,DJ,,FALSE,FALSE,TRUE,http://www.presidence.dj/jo/journal.php,"The Official Journal of the government of Djibouti is searchable by Official Journal Number, texts by keyword and period, and text number. The journal publishes laws, amendments, decrees, and proclamations, among other things."
,European Commision E-Justice,business,DK,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?DENMARK&member=1,"The European Commission's overview of the Danish business registry, which includes links to the registry, a description of how to search, what can be found, and the legislation behind it."
167,Danish Patent and Trademark Office,ip,DK,,FALSE,FALSE,TRUE,http://www.dkpto.org/,"The Danish Patent and Trademark Office database allows you to search information and documents concerning Danish Patents, Danish Trademarks and Danish Designs. It has free access to more than 5 million trademarks."
660,BIQ,business,DK,,TRUE,TRUE,FALSE,https://www.biq.dk/,"BiQ is Denmark's largest corporate reference agency with information on more than 950,000 people and their management positions in more than 1,500,000 Danish companies over the past 30 years. It collects information from the Business Authority and the Official Gazette to create overviews of companies' networks and ownership structures."
750,Ministry of Business and Growth - FSA,business,DK,,FALSE,FALSE,TRUE,https://virksomhedsregister.finanstilsynet.dk/index-en.html,"The Danish FSA's Company Register contains data on the companies under supervision by the Danish FSA. Furthermore, it contains data on companies, which the Danish FSA has given authorization or notification to undertake financial activities in Denmark."
786,Danish Central Business Register,business,DK,,FALSE,FALSE,TRUE,https://datacvr.virk.dk/data/,"The Danish Central Business Register (CVR) supports search by company's name, CVR number, and individual's name. Results contain company registration number, address, status, date of registration, shareholder information and annual reports."
,Denmark Supreme Court Decision Database,court,DK,,FALSE,FALSE,TRUE,http://domstol.fe1.tangora.com/New-S%C3%B8geside.31488.aspx,"The Denmark Supreme Court Decision Database allows you to search decisions by judgement date or time period, case category and key word."
,Maritime and Commercial Court,court,DK,,FALSE,FALSE,TRUE,http://domstol.fe1.tangora.com/page13990.aspx?doshow13990=1&filterfromcontrol139901=&filtertocontrol139901=&filtercontrol139902_1=0&filtercontrol139902_2=0&filtercontrol139902_3=0&filtercontrol139902_4=0&filtercontrol139902_5=0&searchword13990=gmbh,"The website for the Danish Maritime and Commercial Court has a search engine of judgements involving commercial and maritime law. You can search by judgement date or time period, case category and key word."
169,National Office of Industrial Property (ONAPI)  State Secretariat for Industry and Commerce,ip,DO,,FALSE,FALSE,TRUE,http://onapi.gob.do/,The website for industrial trademarks includes links to databases of patents and an application form to search for patents registered in the Dominican Republic.
442,Executive Power CJPE,regulatory,DO,,FALSE,FALSE,TRUE,http://www.consultoria.gov.do/,"The judicial website for the Dominican Republic can be searched for decrees, resolutions, changes to laws, and existing laws."
643,Ministry of Industry and Commerce,business,DO,,FALSE,FALSE,TRUE,https://www.camarasantodomingo.do/,You can look for transactions and search the commercial registry on this website but will need a company number and a validation number. The website has contact information of the registry.
767,Government Portal for Access to Information Requests,business,DO,,FALSE,FALSE,TRUE,https://saip.gob.do/,"This is a portal for filing Access to Information Requests to courts and ministries in the Dominican Republic. You can make an account, but this is not necessary, and file a request to a public institution or a court."
49,General Secretariat of Government,gazette,DZ,,FALSE,FALSE,TRUE,http://www.joradp.dz/HEN/Index.htm,The General Secretariat of Algeria has made official journals available to order by CD-ROM. The website also has links to other Algerian ministries.
139,Algerian National Institute of Industrial Property (INAPI),ip,DZ,,FALSE,FALSE,TRUE,http://www.inapi.org/,"This website includes an online database of registered brands and links to the Algerian section of the World Intellectual Property Organization database. The brand database will tell you who claimed the brand name and you can search it by keyword. If you click on more details, you will also see addresses linked to the representatives and the claimant."
618,La Commission d'Organisation et de Surveillance des Opérations de Bourse (COSOB),regulatory,DZ,,FALSE,FALSE,TRUE,http://www.cosob.org/listes-des-emetteurs/,"On this list of share issuers from the Algerian stock market you can find addresses, major shareholders, number of shares and sector. Some entries also have ""visas"" available for download, which are detailed reports on the companies."
655,Centre National du Registre du Commerce,business,DZ,,FALSE,FALSE,TRUE,https://sidjilcom.cnrc.dz/web/cnrc/accueil,"Algeria's National Register of Commerce allows you to freely search their online database but to get details on the results you need to subscribe. In order to look at the official gazette, you also need a subscription. Without an account you can use this database to verify the existence of a company in Algeria."
170,The National Service for Intellectual Rights,ip,EC,,FALSE,FALSE,TRUE,https://www.derechosintelectuales.gob.ec/,"The website of the National Service for Intellectual Rights has available online its gazette publications for the last year, which will tell you some basic company information but you have to search each gazette. Also available are resolutions of its board and other publications related to intellectual rights decisions."
,National Information System,regulatory,EC,,FALSE,FALSE,TRUE,http://sni.gob.ec/inicio,"Ecuador's National Information System has various databases with statistics and other data related to the government. For example, you can get an overview of public procurements by year and budget. Also available is information per region and import/ export data but no specific commercial entities information."
351,Bolsa de Valores de Quito,land,EC,,FALSE,FALSE,FALSE,https://www.bolsadequito.com/,"For Ecuador's Quito Stock Exchange, you can download a spreadsheet with all the listed share issuers but it does not include any additional company information. This can be used as a resource to confirm whether a company is, publicly, registered in Ecuador."
352,Bolsa de Valores de Guayaquil,business,EC,,FALSE,FALSE,FALSE,http://www.bolsadevaloresguayaquil.com/,"The Stock Exchange of Quayaquil has a list of issuers with original documents such as announcements, resolutions and dividends. These will tell you representatives, capital shares, and other company details, depending on which documents are available."
381,National Archive of Statistical Data and Metadata,business,EC,,FALSE,FALSE,TRUE,http://anda.inec.gob.ec/anda/index.php/catalog/110/accesspolicy/,This online repository has many databases with public information available for download. Most are censuses and surveys.
426,Registro Oficial de Ecuador,gazette,EC,,FALSE,FALSE,TRUE,http://www.registroficial.gob.ec/,"Ecuador's Official Gazette can be searched using the website search bar. You can search company names and depending on why they appear in the gazette, retrieve various kinds of company information."
427,Sistema Oficial de Contratación Pública.,business,EC,,FALSE,FALSE,TRUE,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EP/BusquedaProveedorCpc.cpe,This online database of public contracts can be searched by company name and will tell you what projects they were contracted for by the government.
577,Superintendencia de Compañías Ecuador,business,EC,,FALSE,TRUE,TRUE,https://appscvsmovil.supercias.gob.ec/PortalInfor/consultaPrincipal.zul?id=1,"This Ecuadorian business search will give you results so you can check if a company is registered there. For some companies you can click through to the details page where you can find management, shareholders, annual accounts, financials and original documents."
171,The Estonian Patent Office,ip,EE,,FALSE,FALSE,TRUE,http://www.epa.ee/,"The Estonian Patent Office website publishes searchable inventory databases, trademark databases, databases of industrial designs and geographical indication databases."
,Centre of Registers and Information Systems,business,EE,,FALSE,FALSE,TRUE,https://ariregister.rik.ee/index?lang=eng,"The Central Commercial Register is an online service that allows searching by company name or registry code/ VAT number. Free information includes company name, registry code, status, share capital and location, and director information with the Printout of the ""registry card."" You can purchase annual reports, if available. The e-Business Register is a service based on the database of the registry departments of county courts"
,Estonian Chamber of Commerce,business,EE,,FALSE,FALSE,FALSE,https://www.koda.ee/en/members,"The Estonian Chamber of Commerce has more than 3,300 members. The website has a search for companies by name, county or area of activity. Results include company name, county, contact number and website."
,Riigi Teataja,gazette,EE,,FALSE,FALSE,TRUE,https://www.riigiteataja.ee/tervikteksti_otsing.html,"The Riigi Teataja or the State Gazette contains information on Estonian legislation, statistics, and court information. The website allows search of the full texts of published laws, national regulations, orders of the government and resolutions of the Riigikogu, the unicameral parliament of Estonia."
,E-land register,land,EE,,TRUE,FALSE,TRUE,https://kinnistusraamat.rik.ee,"The E- land registry has information about all registered immovables in the Republic of Estonia. You need to enter an address and then you can see who (person or company) is the owner of the apartment, house, land, etc."
,Estonian Court Proceedings,court,EE,,FALSE,FALSE,TRUE,https://www.riigiteataja.ee/kohtulahendid/koik_menetlused.html,"On the Estonian court registry website, you can find all first and second instance court decisions published after 2006, and all Supreme Court decisions. You can search a case using a judge's name, date, and a case's name. However, not all cases are available; lots of civil cases are not open to the public."
,Estonian Criminal Records Database,crime,EE,,TRUE,FALSE,TRUE,https://www.rik.ee/en/criminal-records-database,"This criminal records database contains information about punishments imposed on persons for misdemeanours and criminal offences. It is necessary to send a completed application to the Criminal Records Database either by email (info@karistusregister.ee) or on paper to the following address: Lubja 4, 19081 Tallinn. It takes up to two business days to get a response."
Credit register,Estonian Credit register,business,EE,,TRUE,FALSE,FALSE,https://www.taust.ee/,"This portal contains information about financial debts of companies and private individuals. The register currently contains the contact details and information of over 150,000 unique debtors. Enter the business name or registration number to search."
,Estonian vehicle history check,government,EE,,FALSE,FALSE,TRUE,https://eteenindus.mnt.ee/public/soidukTaustakontroll.jsf,The Estonian vehicle history check has a search engine that works by registration plate and/or VIN-code. The results list details and possible restrictions of the vehicle.
,Estonian Tax and Custom board,government,EE,,FALSE,FALSE,TRUE,https://www.emta.ee/eng/business-client/inquiries,"Estonia's E-mta allows you to get information about taxes, including whether someone has any tax arrears or not; if the person/business is registered as Value Added Tax payer in Estonia or the EU; if the person is or has been a non-resident of Estonia; how donated money has been used; and who has received tax-exempt grants.  You must enter the person's commercial register number, personal ID number or non-resident number to submit your search query. "
,Export Development Authority,business,EG,,FALSE,FALSE,TRUE,http://www.expoegypt.gov.eg/exporters,"The Egyptian Export Development Authority website contains an online directory of Egyptian export companies. It is searchable by company name, sector and governorate. Results include company name, sector, governorate and contact information, as well as the name and contact details for the company chairman. It also contains ""export related information,"" such as current markets, target markets and a catalog of products."
172,Egyptian Patent Office,ip,EG,,FALSE,FALSE,TRUE,http://www.egypo.gov.eg/,"The website for the Egyptian Patent Office provides information on intellectual property-related laws, and allows a search in the Egyptian Patent Office Database by patent number, application number, owner, inventor and patent title."
705,The Egyptian Exchange,business,EG,,FALSE,FALSE,FALSE,http://www.egx.com.eg/English/ListedStocks.aspx,"The Egyptian Exchange website provides information on all listed stocks, bonds, mutual funds and exchange-traded funds."
730,"Misr for Central Clearing, Depository and Registry",business,EG,,FALSE,FALSE,FALSE,http://www.mcsd.com.eg/mcdr/english/company.aspx?kindid=5,"The Ministery for Central Clearing, Depository and Registry (MCDR) provides clearing and settlement services to the Cairo and Alexandria stock exchanges. The website includes a searchable list of issuing companies and securities brokerage firms, with information on the entities' board of directors, contact details and website."
,European Commision E-Justice,business,ES,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?SPAIN&member=1,"The European Commission's overview of the Spanish business registry includes links to the registry, a description of how to search and what can be found, as well as the legislation behind it."
257,Spanish Patent and Trademark Office,ip,ES,,FALSE,FALSE,TRUE,http://www.oepm.es/es/signos_distintivos/index.html,This online database of Spanish patents and trademarks includes address information on the entities that filed the applications.
,Infocif,business,ES,,FALSE,FALSE,FALSE,http://www.infocif.es/,"This third-party database that has a lot of information for free, including information that is behind a paywall on other third-party websites. You can see directors, shareholders, business gazette entries, associated companies, address, date of incorporation. Every entity can be clicked on so you can see what other companies the shareholders own as well, for example."
322,E-Informa,commercial,ES,,TRUE,TRUE,FALSE,http://www.einforma.com/,"A third-party database of Spanish companies that allows for searches by company name, individual name or registration number. You can purchase a profile, which includes company contact details, involved individuals, latest balance sheets deposited and BORME acts in which companies appear. The database pulls from the following sources: BORME (Official Gazette of the Commercial Registry), Deposits of official accounts, BOE (Official State Gazette), Official bulletins of both Autonomous Communities and Provinces, National and Regional Press."
337,Consejo General del Poder Judicial,court,ES,,TRUE,FALSE,TRUE,http://www.poderjudicial.es/search/indexAN.jsp,"The portal for judicial information in Spain lets you search judgements from various courts and tribunals in the country by using variety of search options such as juriscition, location, resolution number and keywords."
580,Registrars of Spain,"business, land",ES,,TRUE,TRUE,TRUE,https://www.registradores.org/registroonline/home.seam?cid=224128&actionMethod=home.xhtml%3Aidentity.logout%28%29,Registradores is a database that sells land title and company information from Spain but requires an account. To create an account you need to be a Spanish citizen.
606,Boletín Oficial del Estado,gazette,ES,,FALSE,TRUE,TRUE,http://www.boe.es/diario_borme/,"The website for the Spanish Company Gazette has its publications online but they can only be searched by date, not by company."
667,Registro Mercantil Central,business,ES,,TRUE,TRUE,TRUE,http://www.rmc.es/Home.aspx?lang=en,The Mercantile Register offers company information from 1990 onward that varies from limited to detailed. There is an option to register temporarily so you can look for documents without needing an account but you need a Spanish tax number.
720,Boletín Oficial del Estado,gazette,ES,,FALSE,TRUE,TRUE,https://www.boe.es/mi_boe/,Here you can sign up for notifications when a company publishes changes in the Spanish Official Gazette.
745,Comisión Nacional del Mercado de Valores,business,ES,,TRUE,TRUE,TRUE,http://www.cnmv.es/Portal/Consultas/BusquedaPorEntidad.aspx,A keyword search yields detailed company information for fees between 2 and 9 Euros; All the information this public organization collects is then published in BORME - the official bulletin of the Registro Mercantil.
,European Commision E-Justice,business,EU,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?ESTONIA&member=1,"The European Commission's overview of the Estonian business registry includes links to the registry, a description of how to search, what can be found, and the legislation behind it."
387,Official Journal of the European Union,gazette,EU,,FALSE,FALSE,TRUE,https://eur-lex.europa.eu/oj/direct-access.html;ELX_SESSIONID=qHMtTjqV0pprjlL8DyhDTMQTqLwWLGl6vqvQJLDHQyGBDds8knnv!1968996778?locale=en,"A searchable database of notices published in the EU Official Journal, including legislation. Available in official EU languages."
,EU Open Data Portal,government,EU,,FALSE,FALSE,TRUE,http://data.europa.eu/euodp/en/data/,"This database of the EU includes sanctions lists, public procurement lists, and other information from datasets provided by various EU government bodies including the Central Bank, various Commissions, Parliament, and the Council of the European Union."
428,Eurostat,government,EU,,FALSE,TRUE,FALSE,https://ec.europa.eu/eurostat/data/database,"This European Commission Statistical data is available free of charge. The data contains many indicators (short-term, structural, theme-specific and others) on the EU-27 and the euro-zone, the Member States and their partners."
,European Commision E-Justice,business,EU,,FALSE,FALSE,FALSE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries,"The European Commission's overview of European business registries, including links to the registries, descriptions of how to search and what can be found as well as legislation behind it."
,EU Interconnected Insolvency Register,business,EUROPE,,FALSE,FALSE,TRUE,https://e-justice.europa.eu/iri/integrated//index.html;IRI_SESSIONID=3SH2QXyL8ov4uzZ9assUBrlpyhAiAUYOmyLFMO0QNgbRnnUgGLPm!-1299616988?error=searchExpired,"The EU Insolvency Registers interconnection search interface is part of the European e-Justice Portal. It allows you to search for insolvent entities, either natural or legal persons, within the EU."
,European Commision E-Justice,business,FI,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?FINLAND&member=1,"The European Commission's overview of the Finnish business registry, including links to the registry, a description of how to search and what can be found as well as the legislation behind it."
177,National Board of Patents and Registration of Finland,ip,FI,,FALSE,FALSE,TRUE,http://www.prh.fi/fi/index.html,"The Finish Patent and Registration offices provide services that allow you to search companies, associations, foundations and other organizations and corporations, as well as enterprise mortgages and LEI codes. Regarding intellectual property, you can get information about utility models, patents, trademarks and designs."
545,Asiakastieto.fi,business,FI,,TRUE,TRUE,FALSE,http://www.asiakastieto.fi/en/web/guest,"Suomen Asiakastieto Oy provides data services for corporate management, financial administration, risk management and sales and marketing. Their website has diligence information on companies available."
646,Business Information System,business,FI,,FALSE,TRUE,TRUE,https://www.ytj.fi/en/index/whatisbis/companysearch.html,"The Finnish Business Information System has a company searhc that is searchable by company name or number. The results give you an overview of basic company information such as address and status. For more detailed information, use the Finish Patent and Registration Office VIRRE."
,Finish Patent and Registration Office VIRRE,business,FI,,FALSE,FALSE,TRUE,https://virre.prh.fi/novus/companySearch?execution=e2s3,"The Finnish Patent and Registration Office VIRRE, has an online search for company name or number. You can buy additional information and documents such as financial accounts and notifications (which have drop-down menus with more information). The shares information and financial accounts do not disclose ownership."
,Ministry of Economy,government,FJ,,FALSE,FALSE,TRUE,https://www.tenderlink.com/economyfiji/,Fiji's Ministry of Economy has a database of all public tenders by industry for the last 3 years. You need to register but it is free.
113,Supreme Court of Fiji,court,FJ,,FALSE,FALSE,FALSE,http://www.paclii.org/fj/cases/FJSC/,"The Supreme Court of Fiji has online Supreme Court decisions from 1972 to 2019. On this page, the court decisions are listed chronologically and alphabetically. To search them for terms, you need to use the Advanced Search option."
,PacLII - Fiji,court,FJ,,FALSE,FALSE,TRUE,http://www.paclii.org/form/search/search1.html,This website is useful if you are looking for any court documents in Fiji or anywhere in the Pacific Islands. This source searches Fiji court decision documents held by the Pacific Legal Information Institute. You have Supreme court records available and you can run a manual search. There is an option to search multiple databases or you can select specific courts.
,South Pacific Stock Exchange,business,FJ,,FALSE,FALSE,FALSE,http://spse.com.fj/,The South Pacific Stock Exchange (originally the Suva Stock Exchange) is the only licensed stock exchange in Fiji. It contains minimal information on listed companies. There are some annual reports and financial filings from listed companies available but most of the time these are inaccessible.
,The Reserve Bank of Fiji ,government,FJ,,FALSE,TRUE,TRUE,https://www.rbf.gov.fj/Left-Menu/Regulatory-Framework/Location-of-Supervised-Entities,"The Reserve Bankd of Fiji issues statements on currency, control of money supply, and currency exchange. The website is in English and you can run a manual search. "
,European Commision E-Justice,business,FR,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?FRANCE&member=1,"The European Commission's overview of publicly available business information in France. This includes links to the registry, a description of how to search, what can be found and the legislation behind it."
5,Bulletin of Obligatory Legal Announcements,gazette,FR,,FALSE,FALSE,TRUE,http://www.journal-officiel.gouv.fr/balo,"The 'Bulletin des Annonces Légales Obligatoires' contains notices, mostly published by companies. These include annual accounts, securities issues, and mergers. This website contains full information for the last three years, and some older data."
178,Patents Database,ip,FR,,FALSE,FALSE,TRUE,https://worldwide.espacenet.com/?locale=fr_EP,"This patents database is searchable by name and keyword. It includes the names of the applicants, which are often companies from across the world."
,Brands Database,ip,FR,,FALSE,FALSE,TRUE,https://bases-marques.inpi.fr/,The French database of registered brand names will give you the full address and correspondence information of the companies that registered the brand name. The ones registered in France include links to the relevant gazette publication.
,Registered Design Database,ip,FR,,FALSE,FALSE,TRUE,https://bases-modeles.inpi.fr/Typo3_INPI_Modeles/dessins_recherche_avancee.htmlmodeles.inpi.fr/Typo3_INPI_Modeles/dessins_recherche_avancee.html,"When looking for registered designs, you can use this advanced search engine to search by applicant, and in this way can find the address and registry number of companies."
476,French Cadastre,land,FR,,FALSE,FALSE,TRUE,http://www.cadastre.gouv.fr/scpc/changeLangue.do?lang=en&cty=EN,"The French cadaster includes land registry information for France, Martinique, Guadeloupe, Guyane and Réunion. While it allows you to find the exact location of an address and the corresponding parcel, it does not tell you the ownership."
549,Societe,business,FR,,FALSE,TRUE,FALSE,http://www.societe.com/,"This third-party website hosts a search engine for company names and numbers. You can find some basic information such as address, date of incorporation and management. For more details, such as shareholder names, you need to purchase reports or original documents."
610,Financial Markets Authority,business,FR,,FALSE,FALSE,TRUE,https://www.amf-france.org/en_US/Recherche-avancee?formId=BDIF&DOC_TYPE=BDIF&LANGUAGE=en&subFormId=as&DATE_PUBLICATION=&DATE_OBSOLESCENCE=&isSearch=true,"You can look up company names in this database of financial documents. The database is limited to publicly traded companies. The company documents give a complete overview including registration details, management, ownership, financials and capital."
